GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q13469	NFATC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13469	NFATC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13469	NFATC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13469	NFATC2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13469	NFATC2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q13469	NFATC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13469	NFATC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13485	SMAD4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13485	SMAD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13485	SMAD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13485	SMAD4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13485	SMAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13485	SMAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13485	SMAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13485	SMAD4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13516	OLIG2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13516	OLIG2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13516	OLIG2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13516	OLIG2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13516	OLIG2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13562	NEUROD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13562	NEUROD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13562	NEUROD1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13562	NEUROD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13562	NEUROD1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13562	NEUROD1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13568	IRF5	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13568	IRF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13568	IRF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13568	IRF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13568	IRF5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13568	IRF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13761	RUNX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13761	RUNX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13761	RUNX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13761	RUNX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13761	RUNX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13886	KLF9	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13886	KLF9	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13886	KLF9	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13886	KLF9	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13887	KLF5	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13887	KLF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13887	KLF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13887	KLF5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13887	KLF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13887	KLF5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13950	RUNX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13950	RUNX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13950	RUNX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13950	RUNX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13950	RUNX2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13950	RUNX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13952	NFYC	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q13952	NFYC	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13952	NFYC	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13952	NFYC	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q13952	NFYC	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q13952	NFYC	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14119	VEZF1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14119	VEZF1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14186	TFDP1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14186	TFDP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14186	TFDP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14186	TFDP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14186	TFDP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14186	TFDP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14188	TFDP2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14188	TFDP2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14188	TFDP2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14190	SIM2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14190	SIM2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14190	SIM2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14190	SIM2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14190	SIM2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14209	E2F2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14209	E2F2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14209	E2F2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14209	E2F2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14209	E2F2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14209	E2F2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14469	HES1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14469	HES1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14469	HES1	GO:0001217	DNA-binding transcription repressor activity	F
UniProtKB	Q14469	HES1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14469	HES1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14494	NFE2L1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14494	NFE2L1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14494	NFE2L1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14494	NFE2L1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14494	NFE2L1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14494:PRO_0000443103	NFE2L1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14494:PRO_0000443103	NFE2L1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14494:PRO_0000443103	NFE2L1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14494:PRO_0000443103	NFE2L1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14494:PRO_0000443103	NFE2L1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14526	HIC1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14526	HIC1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14526	HIC1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14526	HIC1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14526	HIC1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14541	HNF4G	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14541	HNF4G	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14541	HNF4G	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14541	HNF4G	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14541	HNF4G	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14549	GBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14549	GBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14549	GBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14582	MXD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14582	MXD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14584	ZNF266	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14584	ZNF266	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14585	ZNF345	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14586	ZNF267	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14587	ZNF268	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14587	ZNF268	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14588	ZNF234	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14590	ZNF235	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14592	ZNF460	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14593	ZNF273	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14653	IRF3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14653	IRF3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14765	STAT4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14765	STAT4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14765	STAT4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14765	STAT4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14774	HLX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14774	HLX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q147U1	ZNF846	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q147U1	ZNF846	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14814	MEF2D	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14814	MEF2D	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14814	MEF2D	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14814	MEF2D	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14814	MEF2D	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14814	MEF2D	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14814	MEF2D	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14863	POU6F1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14863	POU6F1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14863	POU6F1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14863	POU6F1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14863	POU6F1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14872	MTF1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14872	MTF1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14872	MTF1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14872	MTF1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14872	MTF1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14929	ZNF169	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14929	ZNF169	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14934	NFATC4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14934	NFATC4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14934	NFATC4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14934	NFATC4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14934	NFATC4	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14934	NFATC4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14934	NFATC4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14934	NFATC4	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14938	NFIX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14938	NFIX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14938	NFIX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14938	NFIX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14938	NFIX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14938	NFIX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14994	NR1I3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q14994	NR1I3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14994	NR1I3	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14994	NR1I3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14994	NR1I3	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14994	NR1I3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14994	NR1I3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14994	NR1I3	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14994	NR1I3	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14995	NR1D2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q14995	NR1D2	GO:0004879	nuclear receptor activity	F
UniProtKB	Q14995	NR1D2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14995	NR1D2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q14995	NR1D2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q14995	NR1D2	GO:0004879	nuclear receptor activity	F
UniProtKB	Q15072	ZNF146	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15270	NKX1-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15270	NKX1-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15270	NKX1-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15306	IRF4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15306	IRF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15306	IRF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15306	IRF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15306	IRF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15306	IRF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15319	POU4F3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15319	POU4F3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15319	POU4F3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15319	POU4F3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15319	POU4F3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15319	POU4F3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15319	POU4F3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15319	POU4F3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15329	E2F5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15329	E2F5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15329	E2F5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15329	E2F5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15329	E2F5	GO:0001216	DNA-binding transcription activator activity	F
UniProtKB	Q15365	PCBP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15406	NR6A1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15406	NR6A1	GO:0004879	nuclear receptor activity	F
UniProtKB	Q15406	NR6A1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15406	NR6A1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15475	SIX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15475	SIX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15475	SIX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15475	SIX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15561	TEAD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15561	TEAD4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15561	TEAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15561	TEAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15561	TEAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15561	TEAD4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15561	TEAD4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15562	TEAD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15562	TEAD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15562	TEAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15562	TEAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15562	TEAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15562	TEAD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15562	TEAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15562	TEAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15583	TGIF1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q15583	TGIF1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15583	TGIF1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q15583	TGIF1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15583	TGIF1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15672	TWIST1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15672	TWIST1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15672	TWIST1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15672	TWIST1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15697	ZNF174	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15697	ZNF174	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15697	ZNF174	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15697	ZNF174	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15699	ALX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15699	ALX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15699	ALX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15699	ALX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15699	ALX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15699	ALX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15699	ALX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15723	ELF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15723	ELF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15723	ELF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15723	ELF2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15723-1	ELF2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15744	CEBPE	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15744	CEBPE	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15744	CEBPE	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15744	CEBPE	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15776	ZKSCAN8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15784	NEUROD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15784	NEUROD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15784	NEUROD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15784	NEUROD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15784	NEUROD2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15784	NEUROD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15796	SMAD2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15796	SMAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15796	SMAD2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15797	SMAD1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q15797	SMAD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15797	SMAD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15797	SMAD1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15797	SMAD1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15797	SMAD1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q15853	USF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q15853	USF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
